timestamp,tweet_text,username,image,followers_count
2019-07-06 10:11:56,b'@la2noyes My best friend told me about the personality types back when i was in high school and it changed my life since then . She is an INFP and I am an INFJ . And yes it is very accurate \xf0\x9f\x98\x85',b'BadiaNasr',http://pbs.twimg.com/profile_images/1142479480855912453/Ful1rf0E_normal.jpg,3
2019-07-05 23:43:29,"b'Ah yes, I am an INFJ and a Libra https://t.co/MmLkt1WHsM'",b'Araigumedra',http://pbs.twimg.com/profile_images/1144817109458935808/fEwMzR5v_normal.png,23
2019-07-05 16:11:24,b'@Lunaeclipser Because I am an INFJ and it helps me feel more understood to see what other INFJ\xe2\x80\x99s are expressing about their feelings/experiences.',b'cra_dreamer',http://pbs.twimg.com/profile_images/1054309983360143360/GSqHu9lF_normal.jpg,2283
2019-07-05 01:38:17,b'I am an INFJ in Meyers-Briggs.',b'Colleen_Kellogg',http://pbs.twimg.com/profile_images/475002365477523457/KAh7Rm2L_normal.jpeg,96
2019-07-04 23:03:14,b'@DortJorien @16Personalities @mairinmurray @DrJoanneKenney @questioneers I am an INFJ :) I have been reading about it for quiet sometime. Came to the conclusion that someone knows me better than I do :) Does ENFP result match you? What do you think?',b'furkankarayel',http://pbs.twimg.com/profile_images/943635308159135744/ka-OhV_9_normal.jpg,2233
2019-07-04 11:43:25,b'IT IS FUNNY THAT MOST OF INFP AND INFJ ARE IN FAMDOM ARMY!  PS. I AM AN INFJ #MGAMVOTE  @BTS_twt https://t.co/r3xk0HQwBH',b'namshesus',http://pbs.twimg.com/profile_images/1137339167204155392/GXNHr4gi_normal.jpg,85
2019-07-03 05:24:23,b'@romanconfidant So interesting! I have often contemplated whether I am an INFJ...but then I always come back to how much everything ENFP resonates with me. I\xe2\x80\x99m curious how you figured out that INFJ is your best-fit type!',b'CateHawekotte',http://pbs.twimg.com/profile_images/736204770805833728/ITcXYqDQ_normal.jpg,126
2019-07-02 17:18:14,"b'@kmalleenawrites @TraceyBuchana11 I am an avid gamer, nerd, and cosplayer! I write #supernatural #fantasy #thriller...  I am an INFJ so I am all over the place \xf0\x9f\x98\x82\xf0\x9f\x98\x82'",b'CrazedJust',http://pbs.twimg.com/profile_images/1137337386852114432/pT0FbCfQ_normal.jpg,251
2019-07-02 14:51:52,"b""@truwellbeing I am an infj which is the rarest personality type and I'm a people pleaser so I definitely put people's feelings before mine &amp; it's extremely draining on the other hand I feed off of people's emotions and as long as they are happy I'm usually happy so I want to make people happy.""",b'NnTeDe',http://pbs.twimg.com/profile_images/1117959917338595328/sgOKH73r_normal.jpg,186
2019-07-02 11:54:14,b'I  am an INFJ. You Belong to the World\xe2\x80\x99s Rarest Personality Type If You Have These 10 Qualities https://t.co/WkpnTAO5Tv via @epochtimes',b'ruthestherpark',http://pbs.twimg.com/profile_images/1092676975444004865/DZm5mHoz_normal.jpg,272
2019-07-01 20:36:53,"b""I'm having difficulty identifying my Myers-Briggs personality type. Until it can be disproved, I choose to believe that I am an INFJ who resorbed an INFP in the womb.""",b'rocknmellowMBD',http://pbs.twimg.com/profile_images/2162887820/8_normal.jpg,9
2019-06-30 21:50:58,b'Took my personality test. I am an INFJ. AkA advocate',b'christianthe2',http://pbs.twimg.com/profile_images/1070569844934766593/RPU7lvkY_normal.jpg,123
2019-06-30 16:18:49,"b'Although I am an INFJ, I cannot work by myself in an overly structured manner.   I feel most productive if I can combine my focus with my intuition, allowing myself to jump from task to task as inspiration and motivation hits.   Free-spirited is the approach with MY to do list'",b'missourimelanin',http://pbs.twimg.com/profile_images/1131952301986537478/O2iThXWv_normal.jpg,84
2019-06-30 03:12:51,b'I am an INFJ and I screamed when I looked at the compatibility https://t.co/3Og8gCNOQA',b'sugauwuara',http://pbs.twimg.com/profile_images/1147864452747763712/aESZ7Vjn_normal.jpg,201
2019-06-29 16:24:25,b'@linotteoiseau Holy Toledo! I am an INFJ!',b'mrmaxnorthman',http://pbs.twimg.com/profile_images/1147618538624028673/GqPrXwqX_normal.jpg,3771
2019-06-29 00:39:19,"b""@9393usak I am an INFJ so I do things by the beat of my own drum but it seems to get the job down.  I do everything as I go.  Try to outline first and give myself a idea where I want to go. Chances are I will start working in the novel while still outlining.  I'll go back &amp; forth as needed""",b'CrazedJust',http://pbs.twimg.com/profile_images/1137337386852114432/pT0FbCfQ_normal.jpg,251
