username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2019-04-30 05:44;0;2;"@ABeardedPoet actually, I am an INFP, not INFJ. I get those two mixed up. They're pretty similar, but different. My youngest son is either an ENFP or ENFJ . I can't get him to do the test! But he is a poet, too. https:// hellopoetry.com/poem/2902413/t hrough-my-window/ …";;@ABeardedPoet;;"1123206556181573632";https://twitter.com/honeyBklein/status/1123206556181573632
;2019-04-27 23:34;0;3;"as an ENFP/ ENFJ I am Pleased (though I would argue that denki is more ENFP) pic.twitter.com/Igs1Sb6DVY";;;;"1122388678947504128";https://twitter.com/kamidenks/status/1122388678947504128
;2019-04-27 06:57;0;4;"I see a lot of folks here have their Meyers-Briggs letters in their bio: I am an ENFJ , for all who need to know. I do have an inner "I" -- when I need my inner sanctum.";;;;"1122137585864859648";https://twitter.com/UPGirlcd/status/1122137585864859648
;2019-04-26 23:19;0;0;"So I just took the MBTI test again and I am TRULY an ENFJ .";;;;"1122022525678968832";https://twitter.com/Querido0328/status/1122022525678968832
;2019-04-26 15:09;0;3;"Yeah, the only time I have been has been in the context of someone knowing I am an ENFJ . fascinating";;;;"1121899048796131328";https://twitter.com/MeghanLeVota/status/1121899048796131328
;2019-04-26 14:56;0;2;"Yup! Totally, but I have had other convos on here with others who did state that the reflective part inherent in being an ENFJ could be at odds with their argumentative way of existing. What I am proposing is that the fiesty thinker may see the reflection as avoidance/phoney";;;;"1121895813255434242";https://twitter.com/artemidite/status/1121895813255434242
;2019-04-22 14:36;0;0;"I identify heavily with my Ne and who I am is heavily influenced by it however, I type as an ENFJ , I’m not exactly classic ENFP.";;;;"1120441263373934592";https://twitter.com/mippetNeFi/status/1120441263373934592
;2019-04-21 18:08;0;5;"I love every ENFJ and I think it comes from a deeprooted narcissism because I am also an ENFJ";;;;"1120132164824158208";https://twitter.com/ashleynicoo/status/1120132164824158208
;2019-04-20 13:51;0;1;"I am an ENFJ . #FightForWynonna";;;#FightForWynonna;"1119705146823303168";https://twitter.com/celticdreamer/status/1119705146823303168
;2019-04-20 10:12;0;1;"Yeah? Lol I am not surprised. I have only seen one (something about getting an ENFJ to work for you I think? or not quit your job), but he reached for some things and I was like";;;;"1119650025011806213";https://twitter.com/Deezy2_Blessed/status/1119650025011806213
