username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2019-04-28 03:45;0;0;"I am having a sweet and darling dream that a heavily tattooed brown-eyed ISTP wildcat, gleefully unfastening a blue denim sunbonnet, shares an intimate moment with a white Shetland pony.";;;;"1122451665733464064";https://twitter.com/MBTIhorsewomen/status/1122451665733464064
;2019-04-12 18:50;0;0;"Jungkookiee you are an ares istp 5 melancholic enhancer nen type, i am a persephone infj 9 phlegmatic manipulator nen type";;;;"1116881418947153920";https://twitter.com/GoldenGullible/status/1116881418947153920
;2019-04-08 23:31;0;3;"i just redid the 16personalities test and it says that i am an istj so logically, i am doing it again because i refuse to believe that my personality has changed from an istp to an istj";;;;"1115502487102992384";https://twitter.com/glwyndower/status/1115502487102992384
;2019-03-31 06:38;0;2;"I am an ISTP apparently ok then";;;;"1112348481115439104";https://twitter.com/krematic/status/1112348481115439104
;2019-03-23 07:59;0;0;"As an ISTP i am , i admit this. pic.twitter.com/f9tDY3pVBv";;;;"1109469824508293120";https://twitter.com/nurulikhsanyy/status/1109469824508293120
;2019-03-22 00:44;0;0;"I am having a sweet and stupendous dream that a sweetly sentimental grey-eyed ISTP enchantress, carefully unbuttoning an Indian print bandolier, soothes away the debilitating fear in the mind of a beautiful brindle Shetland pony.";;;;"1108997904449105920";https://twitter.com/MBTIhorsewomen/status/1108997904449105920
;2019-03-21 19:14;0;1;"Still working on that.... this is all very recent news. But I am increasingly feeling that ISTP may in fact be right, Fe as an interior function is sounding more and more accurate.";;;;"1108914789676474368";https://twitter.com/sboyd_/status/1108914789676474368
;2019-03-21 17:09;0;0;"I am quite confident that I am not an INFP, as previously thought. It was suggested that I may in fact be an ISTP . I’ve been sitting with it... while unsure about it, INFP no longer feels accurate.";;;;"1108883408418230273";https://twitter.com/sboyd_/status/1108883408418230273
;2019-03-19 14:19;0;1;"Idk if I'm an empath or not but I've often wondered. I can be in a perfectly average mood, then someone can walk past me, and I become flooded with a dif emotion. And this week being here taking care of ISTP , I know I am taking on his feelings";;;;"1108115733882593281";https://twitter.com/IntPandora/status/1108115733882593281
;2019-03-16 13:35;0;0;"so I did a Meyers-Briggs test today (although I would describe myself as a mixtrovert..) I am an ISTP .. I think it's accurate. ..It did say: "Your values style is blended, with a slight preference for Thinking."";;;;"1107017501601341440";https://twitter.com/BlackThvghts/status/1107017501601341440
