username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2019-04-30 13:31;0;1;"Only selectively useful some of the time. It is either hyper-useful or not useful at all and it can get in the way of other things. Very polar. I am reminded of this. Some times they want to be an ENTJ, sometimes an INFJ , and other times an ESTP. https:// twitter.com/amor_vincit_1/ status/1122326654481600512 …";;;;"1123323997272399872";https://twitter.com/Roland00Address/status/1123323997272399872
;2019-04-30 12:46;0;4;"I personally think that's too broad of a term to base his type on... many types can relate to that. I am an INFJ and I value true love immensely! And I'm such a sucker for romance, pfff";;;;"1123312728309993472";https://twitter.com/Nameriaa/status/1123312728309993472
;2019-04-30 08:57;0;1;"I am an INFJ and I think it is cool, even though it can really suck sometimes to feel different....I definitely wouldn't want to be any other way! pic.twitter.com/MrIIvk6AlI";;;;"1123255143468814338";https://twitter.com/Modes_Tea/status/1123255143468814338
;2019-04-30 05:44;0;2;"@ABeardedPoet actually, I am an INFP, not INFJ . I get those two mixed up. They're pretty similar, but different. My youngest son is either an ENFP or ENFJ. I can't get him to do the test! But he is a poet, too. https:// hellopoetry.com/poem/2902413/t hrough-my-window/ …";;@ABeardedPoet;;"1123206556181573632";https://twitter.com/honeyBklein/status/1123206556181573632
;2019-04-29 23:41;0;1;"A year ago i was an infp, now i am an infj";;;;"1123115067644338176";https://twitter.com/wheepupper/status/1123115067644338176
;2019-04-29 23:39;0;4;"Not all people of the same ideology think alike. The point is, right now, he is the only one offering to work to deliver democracy to the people. Being an INFJ personality type, I am not closed minded, so I do not tar people with the same brush. Thatcher was not anti war...";;;;"1123114645299048449";https://twitter.com/kcldav43/status/1123114645299048449
;2019-04-29 17:44;0;2;"Hi, I'm a real INFJ and I'm an emotional, aggressive, angry bitch, and I am very emotionally attached to my MBTI type. What about it?";;;;"1123025222028922880";https://twitter.com/emilydawn_14/status/1123025222028922880
;2019-04-29 16:06;0;0;"so i am an infj now";;;;"1123000671307833344";https://twitter.com/astridbebelinda/status/1123000671307833344
;2019-04-28 22:19;0;0;"Well, that’s life, right? Different situations require different reactions. I am an INFJ personality type, I hope that gives you a little insight into who I am . https://www. 16personalities.com/infj-personali ty …";;;;"1122732028842082306";https://twitter.com/zilevandamme/status/1122732028842082306
;2019-04-28 10:06;0;0;"I am an INFJ .";;;;"1122547523401342978";https://twitter.com/RandomStarBand/status/1122547523401342978
