username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2019-04-28 18:13;0;0;"I am honestly an ESTJ Scorpio";;;;"1122670225776959489";https://twitter.com/malnote/status/1122670225776959489
;2019-04-28 08:25;0;3;"ESTJ . It was very strong when I was 24 ( I am an engineer). But when I retook it years later I was in the middle for the S and T but remained a very strong J.";;;;"1122522250924756993";https://twitter.com/CordeliaGymFan/status/1122522250924756993
;2019-04-27 01:21;0;1;"I am an ENTP. Glad to know you're an ESTJ .";;;;"1122053168458686465";https://twitter.com/Alter_lustrious/status/1122053168458686465
;2019-04-21 21:16;0;0;"This is one of the many things that was horrible about my childhood. (Not the worse thing mind you, but it was frustrating.) My father is an ESTJ Grandmother is an ESFJ I am an INTJ (Socionics' ILI / INTp) As soon as I "added" to something those other people did not see it as";;;;"1120179444684029953";https://twitter.com/Roland00Address/status/1120179444684029953
;2019-04-14 00:30;0;9;"couple things. 1) the meyers briggs episode of @heyriddleriddle was literally made for me, 2) im also an infp-t and CALLED IT for @adalrifai , and 3) @JPsoFLY is literally the only istj/ estj i like i am shook to my core. thank you for indulging my need to know everyone's type";;@heyriddleriddle @adalrifai @JPsoFLY;;"1117329187172257795";https://twitter.com/coldwarkiddos/status/1117329187172257795
;2019-04-13 03:13;0;1;"I am probably an ESTJ Pisces";;;;"1117007919411863552";https://twitter.com/malnote/status/1117007919411863552
;2019-04-12 08:03;0;0;"Pretty good. But I am a female ESTJ raised by an ESFJ mom. I got a whole lot of role Fe from her.";;;;"1116718577153798144";https://twitter.com/Amy63169165/status/1116718577153798144
;2019-04-07 06:55;0;1;"I took the Briggs-Myers personality test today: I am an ESTJ (Extraverted, Sensing, Thinking, Judging) Very interesting - you can read more at http://www. truity.com #BriggsMyers #PersonalityTest #ESTJ pic.twitter.com/YJPR85MN1v";;;#BriggsMyers #PersonalityTest #ESTJ;"1114889382111121409";https://twitter.com/EwanJStevenson/status/1114889382111121409
;2019-04-07 06:35;0;0;"Being an estj /entj is so annoying cause everyone else is either infp or enfp and they see things differently from you and our values are too different and when I do things my way I am seen as rigid and too ambitious honestly estj /entj can never win";;;;"1114884398401200128";https://twitter.com/h4sy4/status/1114884398401200128
;2019-04-05 17:22;0;0;"I am an ESTJ , and I will conquer you. https:// twitter.com/AndrewYang/sta tus/1114255304429121536 …";;;;"1114322383077298176";https://twitter.com/CathoConser/status/1114322383077298176
;2019-04-05 16:25;0;0;"I am an ESTJ";;;;"1114308019825676289";https://twitter.com/Habanera87/status/1114308019825676289
;2019-04-04 09:45;0;0;"Well caught :) I am , as per one slightly scammy personality test, an ESTJ (iirc) If everything is ordered and logical, there is so much calm :P";;;;"1113844929980248064";https://twitter.com/ShoaibDaniyal/status/1113844929980248064
;2019-04-04 02:44;0;0;"I am having a sweet and phenomenal dream that a mischievously magical messy-haired auburn ESTJ wildcat, absentmindedly drying her eyes with the edge of an Indian print sweater, is slowly walking with a stupendous charcoal grey, with black points, Belgian Warmblood horse.";;;;"1113739193409318912";https://twitter.com/MBTIhorsewomen/status/1113739193409318912
;2019-04-02 21:08;0;0;"I knknow w I am really an ISTJ ESTJ and maybe on the days where I use my feelings I am an ISFJ.";;;;"1113292261469483009";https://twitter.com/RyanWilsonKing/status/1113292261469483009
;2019-04-02 19:10;0;1;"ISFPs are weird. My younger sister is an ISFP ( I am an INTJ). I also have an INFP younger brother, another INFJ sister (who died several years ago), ESTJ father, ISFJ mother...yadda, yadda, yadda (truncates the list.) The irony is understanding my ISFP sister is the hardest";;;;"1113262589830729729";https://twitter.com/Roland00Address/status/1113262589830729729
;2019-03-31 11:24;0;0;"I am an ISTJ who probably has some qualities of an ISFJ or ESFJ at times. I am really a border ESTJ ISTJ.";;;;"1112420419670138880";https://twitter.com/RyanWilsonKing/status/1112420419670138880
;2019-03-29 17:19;0;0;"i hate having an estj as a professor-teacher............. like bro i cant provide fifty seperate details thats just not who i am im not made for details..... why";;;;"1111784960254451712";https://twitter.com/decayadence/status/1111784960254451712
;2019-03-17 11:58;0;0;"@ESTJ @darrengrimes_ @DavidDavisMP @LiamFox Care to explain your logic guys? The deal is not brexit and imprisons the uk in an EU solitary confinement cell. I am amazed at your actions... please offer up some reasoning?";;@ESTJ @darrengrimes_ @DavidDavisMP @LiamFox;;"1107355616748732428";https://twitter.com/JamesRiddul/status/1107355616748732428
