username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2019-04-30 09:56;0;1;"I have no shame and little guile when it comes to meeting people live, but I am an ENFP so that is par for the course for us.";;;;"1123269839026642944";https://twitter.com/BillTooke/status/1123269839026642944
;2019-04-30 09:38;0;1;"@princessfemme Wow, another ENFP , what are the odds? About 2 in 100... We are Champions, btw! Occasionally, I am an INFP. Gotta have the cave time..";;@princessfemme;;"1123265408419733505";https://twitter.com/dougie0216/status/1123265408419733505
;2019-04-30 08:44;0;0;"I am an ENFP . I am particularly suspicious of people who tell others what to do. #leadership No one really likes to be told what to do.";;;#leadership;"1123251899053035521";https://twitter.com/kimbetech/status/1123251899053035521
;2019-04-30 05:44;0;2;"@ABeardedPoet actually, I am an INFP, not INFJ. I get those two mixed up. They're pretty similar, but different. My youngest son is either an ENFP or ENFJ. I can't get him to do the test! But he is a poet, too. https:// hellopoetry.com/poem/2902413/t hrough-my-window/ …";;@ABeardedPoet;;"1123206556181573632";https://twitter.com/honeyBklein/status/1123206556181573632
;2019-04-30 00:43;0;0;"Ya Absolutely ,that makes a lot of sense .The ones who do it for fame make no sense for me .If u … — True true. I hangout with selective people but since I am an ENFP which in other words makes me an extrovert, use conversati… https:// lap78.ask.fm/igoto/45DKECPW 7B667HQMHN2IG6NM5OEDHJAJRLZ7BGVRA67OV45V2Q24OJAMGBFM2RZSKO2PYHYHIJVDSXQVYYU5Y25CPT22BFDJUUBCVESVANYDGGP7DWJQKLHQ262PLWTESSFJKTQC3DLXXB4NJSBRSTL2USFW3ZMQ73NVXYTURSV3MYETDVUFHRFL3ANODW6UTQRL2MS7UVINXADNGVQQM=== …";;;;"1123130637664309248";https://twitter.com/tanishatray4/status/1123130637664309248
;2019-04-28 21:11;0;0;"I am an ENFP ...so that makes me the middle one, for sure! Hahaha! https://www. facebook.com/james.proetz/p osts/10219036918056935 …";;;;"1122714877922021376";https://twitter.com/100YrLifeStyle/status/1122714877922021376
;2019-04-28 20:36;0;2;"Wow weird I am also an ENFP and a pisces sun, virgo moon, and Gemini rising";;;;"1122706268655894529";https://twitter.com/Ally_759_/status/1122706268655894529
;2019-04-28 13:44;0;1;"PS I am ENFP ... the test being an interesting use of Jungian personalities... noted your rarity -";;;;"1122602407664472065";https://twitter.com/craigymcmillan/status/1122602407664472065
;2019-04-27 23:34;0;3;"as an ENFP /ENFJ I am Pleased (though I would argue that denki is more ENFP ) pic.twitter.com/Igs1Sb6DVY";;;;"1122388678947504128";https://twitter.com/kamidenks/status/1122388678947504128
;2019-04-26 22:32;0;0;"My cousin is an enfp and she asks us to meet at 12 and she’s already half an hour late and she’s panicking and saying sorry but she’s too cute to be pissed at this is the enfp charm I am soft once more hhh I’m soft for my lil bro too, truly enfp power";;;;"1122010621615075329";https://twitter.com/luikaOJO/status/1122010621615075329
;2019-04-26 12:28;0;2;"i am an enfp , and people tell me I am quiet but yeah, It’s only if I don’t like you. an ex claimed he was introverted but always scored enfp";;;;"1121858640581922817";https://twitter.com/sweetlittlelamb/status/1121858640581922817
;2019-04-26 02:44;0;0;"I am having a sweet and fun dream that an exquisitely featured Estonian ENFP sorceress, meticulously repositioning a midnight blue beret, gently patting the nose of a friendly and calm Irish Sport Horse.";;;;"1121711737936412672";https://twitter.com/MBTIhorsewomen/status/1121711737936412672
;2019-04-25 12:40;0;1;"Silly HR person suggested I should look for a different career path, something like a social worker or something, because no way an ENFP could find happiness in the I*T* career path I am apparently on But hey, maybe that's my sigma personality resisting the assigned box";;;;"1121499331683586048";https://twitter.com/EngineerDiet/status/1121499331683586048
