username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2019-04-29 23:44;0;3;"so am i just an introverted entp or an extroverted intp i am confusion";;;;"1123115854051196928";https://twitter.com/PapemelroticPAT/status/1123115854051196928
;2019-04-28 21:30;0;3;"due to a test i took i considered that i might be an entp , but taking one look at this image was enough to not only convince me that i am not an entp , but also force me to renounce mbti altogether pic.twitter.com/KOq8NaWcvW";;;;"1122719768622927872";https://twitter.com/bojobodolls/status/1122719768622927872
;2019-04-27 18:06;0;0;"what’s your MBTI? — I am an ENTP !!! https:// curiouscat.me/mynameis152/po st/860884625?t=1556413612 …";;;;"1122306152052686848";https://twitter.com/mynameis152/status/1122306152052686848
;2019-04-27 01:21;0;1;"I am an ENTP . Glad to know you're an ESTJ.";;;;"1122053168458686465";https://twitter.com/Alter_lustrious/status/1122053168458686465
;2019-04-25 23:53;0;0;"Insight of the Day "Debaters are the most likely personality type to say that no topics should be off limits for comedy" I am an ENTP personality type A Debater A Comedian A Leader pic.twitter.com/5xVZeR1M6Q";;;;"1121668675457519616";https://twitter.com/_Rain_Revolver_/status/1121668675457519616
;2019-04-22 18:08;0;0;"I am conversing (it is called debate). That is not spamming. Can’t believe an ENTP is calling me a spammer. Check your Myers. You might be an ENFP.";;;;"1120494564274577413";https://twitter.com/redshoes721/status/1120494564274577413
;2019-04-21 12:43;0;1;"I'm an inventor; ENTP on the Myers briggs. I build motorbikes, design hifi equipment, remodel houses, and now I am designing woodwork projects. I've always got a project or three on the go.";;;;"1120050351170891777";https://twitter.com/philipcosson/status/1120050351170891777
;2019-04-19 03:33;0;3;"Thanks to @vlrvn I now know my real MBTI, I am an ENTP , hello there. pic.twitter.com/7ieF4Es5oj";;@vlrvn;;"1119187149235138561";https://twitter.com/Oubliviate/status/1119187149235138561
;2019-04-18 23:01;0;0;"Entry 2: Dear de_su, Have you ever miss someone? Is it just me, or because I am definitely an ENTP that I don't miss anyone, including my friends. Sometimes, I even doubt their "I miss you"s. I don't know how to feel about this... Or am I even capable of. Love, LuPhan";;;;"1119118926007263232";https://twitter.com/make_me_03/status/1119118926007263232
;2019-04-17 22:05;0;4;"I think I'm an ENTP . Keep in mind, ENTPs are the most introverted of the Extraverts, so it may seem like I am an INTP. #ENTP https://www. youtube.com/watch?v=j4YlA3 aZYJQ …";;;#ENTP;"1118742421372669952";https://twitter.com/TheCalebSteele/status/1118742421372669952
;2019-04-17 09:58;0;0;"I am marrying an entp pretending to do some research";;;;"1118559266976223233";https://twitter.com/LoreAdept/status/1118559266976223233
;2019-04-13 00:24;0;1;"yeonjun is an ENTP .... i am an INTP.......... this soulmateism..";;;;"1116965314606972929";https://twitter.com/yeonjunize/status/1116965314606972929
;2019-04-12 12:13;0;1;"I am without a doubt an ENTP Pisces";;;;"1116781420674940928";https://twitter.com/malnote/status/1116781420674940928
;2019-04-11 20:54;0;1;"Keselnya minta ampun sama si tour guide satu yang ini, terus dia barusan bilang, “ I am entp . You know what that means? It means I am straightforward and I am ambitious.” Terus sebelahku bilang, “or you’re just an a**hole” AKU MO NGAKAK TAPI NANTI DIPELOTOTIN GIMANA";;;;"1116550143912763393";https://twitter.com/luikaOJO/status/1116550143912763393
;2019-04-11 17:48;0;7;"#amwriting or #ampretendingtowrite My sign say, " I am an ENTP permalcurist, buy me a drink and ask me anything. pic.twitter.com/0wPzOhMcmq";;;#amwriting #ampretendingtowrite;"1116503425875763200";https://twitter.com/NoFunOverlord/status/1116503425875763200
;2019-04-10 15:17;0;0;"I think Myers Briggs is more useful, and I think the T (thinkers) that understand based on logic rather than F (feeling) types who understand based on feelings, is where communication gets challenging. I am an artist but an ENTP , so am persuaded by logic. https:// twitter.com/jerrymills/sta tus/1115851661275279360 …";;;;"1116102919957438464";https://twitter.com/paulinepdm/status/1116102919957438464
;2019-04-10 08:23;0;3;"I am an ENTP /INFJ. I swear";;;;"1115998633759895552";https://twitter.com/NoFunOverlord/status/1115998633759895552
;2019-04-09 20:48;0;0;"Myers Briggs Personality Inventory ( I am either an ENTP /ENTJ), there are 16 types total.";;;;"1115823740531691521";https://twitter.com/ThatVDOVault/status/1115823740531691521
;2019-04-09 18:52;0;0;"I am an entp so i always read more than your own personal information";;;;"1115794731404017666";https://twitter.com/LoreAdept/status/1115794731404017666
;2019-04-09 15:50;0;0;"What type of career personality are you? I am an #entj but also had another one to consider #entp so does that give me a split personality? If you know yours please share if not but your interested in knowing it the link below has a free one. https://www. careerplanner.com /";;;#entj #entp;"1115748751229050880";https://twitter.com/BamaMountaineer/status/1115748751229050880
;2019-04-09 11:04;0;3;"Re-evaluating who I am , even things like being an ENTP or a 4w5, is breaking open long-held assumptions about who I am becoming. Who I am to the people around me. Who I am to myself. I had forgotten that I’m growing within my own growth.";;;;"1115677000256106496";https://twitter.com/zechareyah/status/1115677000256106496
;2019-04-08 21:40;0;0;"Alright, I am now an ENTP . Is this the effects of being in a managerial role?";;;;"1115474563993821184";https://twitter.com/vicwolfe/status/1115474563993821184
;2019-04-08 20:19;0;3;"entp ! pisces sun pisces moon cap rising. i am an instigator who cries in public";;;;"1115454253881942016";https://twitter.com/cnidariangel/status/1115454253881942016
;2019-04-08 02:33;0;0;"My partner is an ENTP and I am an ENFP. We are a lot of fun to hang around with when anybody asks us to generate ideas and solutions for basically ANYTHING. We really suck at booking our summer holidays more than 3 weeks in advance though.";;;;"1115185997946531840";https://twitter.com/Mrs_Type/status/1115185997946531840
;2019-04-07 15:23;0;2;"i am an ISFJ and i had rory do his mbti and he is an ENTP we love to be polar opposites lmao";;;;"1115017243795054592";https://twitter.com/reallybeanie/status/1115017243795054592
;2019-04-06 08:07;1;1;"On Myers-Briggs, I am an ENTP On HBDI I am a 2311 right Brain Inventor Entrepreneur I estimate @AndrewYang is a HBDI 1111 that is a Whole Brain Chief Executive with the multi dimensional thinking preferences and problem solving processes needed for President #Yang2020 https:// twitter.com/AndrewYang/sta tus/1114255304429121536 …";;@AndrewYang;#Yang2020;"1114545218437697541";https://twitter.com/thewholesystem/status/1114545218437697541
;2019-04-05 17:44;0;0;"I am an ENTP . You are a poor presidential candidate.";;;;"1114328039062634496";https://twitter.com/PrivilegedBigot/status/1114328039062634496
;2019-04-05 15:56;0;2;"Wow I just found my old personality test results and I told twitter wrong. I am an ENTP , judge accordingly and sorry for the confusion.";;;;"1114300899730575360";https://twitter.com/GrifolsDonor/status/1114300899730575360
;2019-04-04 23:53;0;0;"I got some fresh air and maybe I am an ENTP after all. Idk i just find personaloty theory interesting. Read an MBTI book, dude!!!";;;;"1114058542577868800";https://twitter.com/shebelievesyou/status/1114058542577868800
;2019-04-04 14:21;0;0;":-) Ah! If I could choose it probably would be an ' ENTP '. And yes, you might be that, as I am borderline more extravert and can be when at home alone more like an 'INFJ'. I'm very J though! Obsessively so. Hence the favouriting of my tweets :-)";;;;"1113914455891562501";https://twitter.com/The_PPete/status/1113914455891562501
