timestamp,tweet_text,username,image,followers_count
2019-06-22 18:36:27,"b'@cvb_1999 when to shift styles.  I say all of this, but I am an INTJ type 5 so Airbending is my jam \xf0\x9f\x98\x8a\xf0\x9f\x98\x87\xf0\x9f\xa5\xb0'",b'Roland00Address',http://pbs.twimg.com/profile_images/897307124081893377/SVxO4M05_normal.jpg,124
2019-06-22 16:10:53,b'@MarkRudebeck I am an INTJ and I was not paying attention to it.',b'JamieAkins5',http://pbs.twimg.com/profile_images/1109865023814414346/z6Gtfn_q_normal.png,1431
2019-06-21 15:35:07,b'@TalesOfTetra I am an INTJ so close',b'wasdgamerguy',http://pbs.twimg.com/profile_images/897982195968614400/b3FFOzj7_normal.jpg,60
2019-06-21 04:40:47,b'I am an INTJ so that basically explains why I\xe2\x80\x99m a pos',b'TheOnlyClydeful',http://pbs.twimg.com/profile_images/1139615478979055616/Pa_rF-sW_normal.jpg,582
2019-06-19 20:42:52,"b'@chachch_changes I am an INTJ myself, but the right amount of Fi+Ne energy, the energy which  INFPs have in abundance, well I need it every now and then.  And when I recieve it, it restoreths my body, mind, and heart.  So drink that Iced Coffee GRRM, you said what you said! \xe2\x98\xba\xef\xb8\x8f\xf0\x9f\x92\x96'",b'Roland00Address',http://pbs.twimg.com/profile_images/897307124081893377/SVxO4M05_normal.jpg,124
2019-06-19 16:07:24,"b'@RevLaurieinLex I am an INTJ and I too would *love* to have a clean house, but housework is so boring and repetitive. I will consider my options for the rest of my life over a nice cup of properly brewed Earl Gray tea.'",b'abiekaye',http://pbs.twimg.com/profile_images/824347605140254720/KWEjG0nA_normal.jpg,28
2019-06-19 15:59:37,"b'@AlexJelloo My cancer experience was interesting. Because I am an #intj engineer I researched my options. My general read was that surgeons didn\xe2\x80\x99t like being questioned, while the radiation oncologist I ended up with loved talking about trials and new options. You are probably like him.'",b'mullguy58',http://pbs.twimg.com/profile_images/1105102202635468800/izKDRqAA_normal.jpg,249
2019-06-18 16:24:41,b'I am an INTJ and a Scorpio. Can it get more complicated that that? \xf0\x9f\x98\x8f',b'Starinimi',http://pbs.twimg.com/profile_images/1116480788919455745/lDp9Kmo5_normal.jpg,22
2019-06-18 07:18:25,"b""First of all #mbti is all about #cognitive #preferences and cognitive preferences DON'T automatically equal skills. Intelligence comes first, MBTI comes second. .  In my case I am an #intj 5w6 with #genius level\xe2\x80\xa6 https://t.co/zXwrvhieIY""",b'TIL_ayg',http://pbs.twimg.com/profile_images/1065646698536546308/re_iHun2_normal.jpg,1807
2019-06-18 05:25:34,"b""@DearKatieBrown @tailoreaves Oh shit, same I'm more of an infx because I have a marginal difference between p and j, but I am an intj too! When's your birthday?""",b'piscespotions',http://pbs.twimg.com/profile_images/1138509850868981760/XglPg2xX_normal.png,523
2019-06-17 23:38:38,"b'@CecilJetpack TYFF #TheDreamAvenger Cecil, I am an #INTJ #Writer working towards my first novel.  #Canada #WritingCommunity #author'",b'TheDreamAvenger',http://pbs.twimg.com/profile_images/1090993419164442624/KXuiJAmX_normal.jpg,24786
2019-06-16 23:03:42,"b'I don\xe2\x80\x99t understand people that fall for me, I am an INTJ for god\xe2\x80\x99s sake are you like sure ?'",b'colorlessFlag',http://pbs.twimg.com/profile_images/1139649598513917953/KmkmhpBg_normal.jpg,1647
2019-06-15 21:00:30,b'I am an #INTJ',b'S7r94',http://pbs.twimg.com/profile_images/1129547030303576065/2KxqFR32_normal.jpg,238
