timestamp,tweet_text,username,image,followers_count
2019-06-14 21:34:45,"b""I don't understand... i'm so fucking lost, why i am an INFJ why the fuck i'm overthinking all the time""",b'heiseinbitch',http://pbs.twimg.com/profile_images/1097456689194942465/bIVc7V1P_normal.jpg,233
2019-06-14 19:30:41,b'i am an INFJ what does it mean',b'madihamberger',http://pbs.twimg.com/profile_images/1134280248709636096/XKnryDno_normal.jpg,526
2019-06-14 06:26:49,"b""Hello, I'm Ardi and I just found out I am an INFJ - T and I don't rally know what that means yet but I'm finding out \xf0\x9f\x94\x8e  What are you? @ Grand Indonesia https://t.co/YT9DlytobB""",b'a_rdirivera',http://pbs.twimg.com/profile_images/1138091420927946753/0oRjg8hC_normal.jpg,4024
2019-06-14 06:22:28,"b""Hello, I'm Ardi and I just found out I am an INFJ - T and I don't rally know what that means yet but I'm finding out \xf0\x9f\x94\x8e  What are you? https://t.co/kFRXQ4OniI""",b'a_rdirivera',http://pbs.twimg.com/profile_images/1138091420927946753/0oRjg8hC_normal.jpg,4024
2019-06-14 02:00:10,b'So last night I took the Myerrs-Briggs test because I was hoping I would know myself better. And it did! Turns out I am an INFJ - The Advocate. #myerrsbriggs',b'ladykrisffer',http://pbs.twimg.com/profile_images/1132435520103936000/Kp8bFeog_normal.jpg,142
2019-06-13 15:25:49,"b'@SarahGeringer Thanks for sharing this article, Sarah! It was amazing to read this now! I found that I am an #INFJ type just one year ago by making a test. And it made a click! So many things that confused me became clear. I knew it was a rare type but it was new to me that it is such rare!!'",b'onthewaybg',http://pbs.twimg.com/profile_images/1133428296744673282/9CBxdPuS_normal.png,212
2019-06-13 15:04:46,b'@SusanStorm984 My Love language is \xe2\x80\x9dQuality Time \xe2\x80\x9dand I am an INFJ',b'patchworkcc2015',http://pbs.twimg.com/profile_images/679650073098104833/-hylGR-U_normal.jpg,878
2019-06-11 11:33:04,b'Retook 16PF test after 2 years and now I am an INFJ already :)',b'JanAryannn',http://pbs.twimg.com/profile_images/1132224255763001345/fiq5BLla_normal.jpg,445
2019-06-10 23:16:35,"b'@MoviesSilently I am an INFJ. Close, but not close enough! :)'",b'laura_la_plante',http://pbs.twimg.com/profile_images/1100956266900402177/sYhjBZbg_normal.jpg,440
2019-06-10 01:21:33,b'@sydegee \xf0\x9f\x98\x82\xf0\x9f\x98\x82 i\xe2\x80\x99ve tried that before and ppl have been deeply offended. i think i am an INFJ too!',b'harmonicait',http://pbs.twimg.com/profile_images/1066839834201714688/_RBwJsHY_normal.jpg,13329
2019-06-09 20:34:12,"b'@etherealistiqve I am an INFJ with the same birthday as you. The only way I learnt how to do this was by ""politely putting people into their place"" right away and being transparent as F! https://t.co/mzc7QIgzc2'",b'Soulonajourney1',http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,4
2019-06-07 20:34:06,b'I am an INFJ. The INFJ is the best correcter. To be corrected is to be corrected less and divide correctly. To divide correctly is to respect each other. If I am to respect others I am also to respect myself. Respect yourself.',b'Colleen_Kellogg',http://pbs.twimg.com/profile_images/475002365477523457/KAh7Rm2L_normal.jpeg,94
